-206.1469686854;-0.43333334;-0.6166667;0.5
-179.1275214341;-0.43333334;-0.6166667;0.6
-175.1336091452;-0.43333334;-0.6166667;0.7
-185.839644556;-0.43333334;-0.6166667;0.8
-221.9590312756;-0.43333334;-0.53333336;0.4
-166.9339498692;-0.43333334;-0.53333336;0.5
-133.7813450915;-0.43333334;-0.53333336;0.6
-134.2758116328;-0.43333334;-0.53333336;0.7
-156.9484951183;-0.43333334;-0.53333336;0.8
-188.3053213166;-0.43333334;-0.45;0.4
-134.4017865284;-0.43333334;-0.45;0.5
-108.8305322715;-0.43333334;-0.45;0.6
-96.8709728649;-0.43333334;-0.45;0.7
-115.4071813253;-0.43333334;-0.45;0.8
-161.0486725496;-0.43333334;-0.36666667;0.4
-128.0289319063;-0.43333334;-0.36666667;0.5
-98.9627710048;-0.43333334;-0.36666667;0.6
-56.3474038672;-0.43333334;-0.36666667;0.7
-90.2507199375;-0.43333334;-0.36666667;0.8
-145.3199579898;-0.43333334;-0.28333333;0.4
-107.197308951;-0.43333334;-0.28333333;0.5
-50.8701569841;-0.43333334;-0.28333333;0.6
-55.9655302306;-0.43333334;-0.28333333;0.7
-93.3767160849;-0.43333334;-0.28333333;0.8
-135.6747803003;-0.36666667;-0.6166667;0.4
-174.1669565346;-0.36666667;-0.6166667;0.5
-163.9594188436;-0.36666667;-0.6166667;0.6
-164.3059041189;-0.36666667;-0.6166667;0.7
-180.6341946532;-0.36666667;-0.6166667;0.8
-211.0224925244;-0.36666667;-0.53333336;0.4
-151.7965528275;-0.36666667;-0.53333336;0.5
-133.2438052598;-0.36666667;-0.53333336;0.6
-106.625888457;-0.36666667;-0.53333336;0.7
-133.7220775791;-0.36666667;-0.53333336;0.8
-177.0516756585;-0.36666667;-0.45;0.4
-100.8137745049;-0.36666667;-0.45;0.5
-87.839014445;-0.36666667;-0.45;0.6
6.0855374105;-0.36666667;-0.45;0.7
-58.3110315506;-0.36666667;-0.45;0.8
-144.9028599138;-0.36666667;-0.36666667;0.4
-89.6798902066;-0.36666667;-0.36666667;0.5
-41.2498337714;-0.36666667;-0.36666667;0.6
72.8545537583;-0.36666667;-0.36666667;0.7
-20.1590062503;-0.36666667;-0.36666667;0.8
-127.2664701373;-0.36666667;-0.28333333;0.4
-77.9121056291;-0.36666667;-0.28333333;0.5
40.8832843495;-0.36666667;-0.28333333;0.6
55.0315885425;-0.36666667;-0.28333333;0.7
-38.0317712531;-0.36666667;-0.28333333;0.8
-120.3351191464;-0.3;-0.6166667;0.4
-194.7402680654;-0.3;-0.6166667;0.5
-153.8526599157;-0.3;-0.6166667;0.6
-172.3656291915;-0.3;-0.6166667;0.7
-184.8105973547;-0.3;-0.6166667;0.8
-208.0255645169;-0.3;-0.53333336;0.4
-133.133989292;-0.3;-0.53333336;0.5
-134.2743558759;-0.3;-0.53333336;0.6
-106.0144971763;-0.3;-0.53333336;0.7
-128.177795259;-0.3;-0.53333336;0.8
-171.5009453214;-0.3;-0.45;0.4
-131.0332211179;-0.3;-0.45;0.5
-64.4350243983;-0.3;-0.45;0.6
1.6195092304;-0.3;-0.45;0.7
-40.9361861645;-0.3;-0.45;0.8
-137.3712608329;-0.3;-0.36666667;0.4
-89.2777512554;-0.3;-0.36666667;0.5
9.3259709722;-0.3;-0.36666667;0.6
90.4999158623;-0.3;-0.36666667;0.7
-21.7072761265;-0.3;-0.36666667;0.8
-125.4223867322;-0.3;-0.28333333;0.4
-26.8845724466;-0.3;-0.28333333;0.5
101.5336265713;-0.3;-0.28333333;0.6
154.3836209624;-0.3;-0.28333333;0.7
-22.0259079697;-0.3;-0.28333333;0.8
-109.7843515901;-0.23333333;-0.6166667;0.4
-194.975081701;-0.23333333;-0.6166667;0.5
-180.9829140436;-0.23333333;-0.6166667;0.6
-171.8480835628;-0.23333333;-0.6166667;0.7
-190.7809678502;-0.23333333;-0.6166667;0.8
-208.9089323062;-0.23333333;-0.53333336;0.4
-150.363739259;-0.23333333;-0.53333336;0.5
-131.3770131025;-0.23333333;-0.53333336;0.6
-115.2555173292;-0.23333333;-0.53333336;0.7
-144.6109879996;-0.23333333;-0.53333336;0.8
-178.121702979;-0.23333333;-0.45;0.4
-133.6824164094;-0.23333333;-0.45;0.5
-97.2925784043;-0.23333333;-0.45;0.6
-38.2397230785;-0.23333333;-0.45;0.7
-86.7773586397;-0.23333333;-0.45;0.8
-147.1566914685;-0.23333333;-0.36666667;0.4
-92.305145763;-0.23333333;-0.36666667;0.5
-75.7085817249;-0.23333333;-0.36666667;0.6
12.6393151818;-0.23333333;-0.36666667;0.7
-65.0322151814;-0.23333333;-0.36666667;0.8
-120.6794731863;-0.23333333;-0.28333333;0.4
-80.8386935629;-0.23333333;-0.28333333;0.5
29.8416968784;-0.23333333;-0.28333333;0.6
117.2571428866;-0.23333333;-0.28333333;0.7
-35.3346189704;-0.23333333;-0.28333333;0.8
-122.4119871946;-0.16666667;-0.6166667;0.4
-205.912485294;-0.16666667;-0.6166667;0.5
-181.1737802757;-0.16666667;-0.6166667;0.6
-184.9497485392;-0.16666667;-0.6166667;0.7
-197.004311337;-0.16666667;-0.6166667;0.8
-219.7349179652;-0.16666667;-0.53333336;0.4
-176.670131978;-0.16666667;-0.53333336;0.5
-157.1987190747;-0.16666667;-0.53333336;0.6
-148.1837441561;-0.16666667;-0.53333336;0.7
-162.6104966532;-0.16666667;-0.53333336;0.8
-185.5812732801;-0.16666667;-0.45;0.4
-150.8067371118;-0.16666667;-0.45;0.5
-125.3004792394;-0.16666667;-0.45;0.6
-111.4190633939;-0.16666667;-0.45;0.7
-131.2408448108;-0.16666667;-0.45;0.8
-159.107310411;-0.16666667;-0.36666667;0.4
-128.609817248;-0.16666667;-0.36666667;0.5
-102.9243056196;-0.16666667;-0.36666667;0.6
-81.7462523382;-0.16666667;-0.36666667;0.7
-113.0733602024;-0.16666667;-0.36666667;0.8
-140.4523504486;-0.16666667;-0.28333333;0.4
-124.9629980823;-0.16666667;-0.28333333;0.5
-69.45677407;-0.16666667;-0.28333333;0.6
-37.1723025901;-0.16666667;-0.28333333;0.7
-81.1138500445;-0.16666667;-0.28333333;0.8
